"STORE","STORE_NAME","STORE_CLASS","STORE_MGR_NAME","STORE_OPEN_DATE","STORE_CLOSE_DATE","PHONE_NUMBER","EMAIL","TOTAL_SQUARE_FT","SELLING_SQUARE_FT","LINEAR_DISTANCE","VAT_REGION","STOCKHOLDING_IND","CHANNEL_ID","FORMAT_NAME","STORE_FORMAT","MALL_NAME","TRANSFER_ZONE","DEFAULT_WH","DEFAULT_RDC","STOP_ORDER_DAYS","START_ORDER_DAYS","CURRENCY_CODE","LANG","TSF_ENTITY_ID","ORG_UNIT_ID","AUTO_RCV","STORE_TYPE","TIMEZONE_NAME","CUSTOMER_ORDER_LOC_IND","CREATE_ID","CREATE_DATETIME","BANNER_NAME","CHAIN_NAME","CHAIN_MGR_NAME","CHAIN_CURRENCY_CODE","CHANNEL_NAME","CHANNEL_TYPE","CO_NAME","CO_ADD1","CO_ADD2","CO_ADD3","CO_CITY","CO_STATE","CO_COUNTRY","CO_POST","CO_NAME_SECONDARY","CO_JURISDICTION_CODE","DISTRICT_NAME","DISTRICT_MGR_NAME","DISTRICT_CURRENCY_CODE","REGION_NAME","REGION_MGR_NAME","REGION_CURRENCY_CODE","COMPANY","CHAIN","AREA","REGION","DISTRICT","ADD_1","ADD_2","ADD_3","CITY","STATE","COUNTRY_ID","POST","CONTACT_NAME","COUNTY","JURISDICTION_CODE","AREA_NAME","AREA_CURRENCY_CODE","AREA_MGR_NAME","BUDGET_CCID","BRAND","BRAND_NAME","MAIN_BRAND","BUSINESS_UNIT","BUSSUNIT_DESC","BOX_DESC","STORE_COMP_STATUS","STORE_COMP_EFFECTIVE_DATE","STORE_COMP_DISCONTINUE_DATE","SOLO_MULTIBOX","LEGACY_STORE_CODE","RFID_ENABLED","ELIGIBLE_FOR_FORECAST"
31729,"HEN_TAMIMI PLAZA BURAIDAH","A","STM",17-11-19,,"12345678","dummymail@alshaya.com","0","0","",6,"Y",31,"STAND-ALONE","STAND-ALONE","TAMIMI PLAZA BURAIDAH",1,"800215",,"60","60","SAR",1,135,137,"D","C","Asia/Riyadh","Y","RMS01",27-01-23,"HEN_HENNES_&_MAURITZ","MIDDLE EAST","","","Brick and Mortar","BANDM","Alshaya Group","Burj Alshaya, Al Soor Street, Al Mirqab","","","Shuwaikh","KU","KWT","181","","","RIYADH","","SAR","CENTRAL PROVINCE","","SAR",1,1,5,30,131,"TAMIMI PLAZA BURAIDAH","","","RIYADH","X03","SAU","","","","","SAUDI ARABIA","SAR","","RB2-S829-HEN","HEN","HENNES_&_MAURITZ","HEN","HENMAU","Hennes & Mauritz","HEN_TAMIMI PLAZA BURAIDAH - HEN","LFL",17-11-19,29-03-26,"SOLO","1055","Y",""
30020,"AME_ANDALUS MALL","B","STM",13-05-17,,"+966-122327789","aeo.andalus-wpksa@alshaya.com","3531","3531","",6,"Y",3,"MALL","MALL","ANDALUS MALL",1,"800011",,"","60","SAR",1,135,137,"D","C","Asia/Riyadh","N","RMS01",01-09-21,"AME_AMERICAN_EAGLE","MIDDLE EAST","","","Brick and Mortar","BANDM","Alshaya Group","Burj Alshaya, Al Soor Street, Al Mirqab","","","Shuwaikh","KU","KWT","181","","","JEDDAH","","SAR","WESTERN PROVINCE","","SAR",1,1,5,29,129,"ANDALUS MALL-JEDDAH-NEAR GATE 7","ANDALUS MALL","","JEDDAH","X03","SAU","","","","","SAUDI ARABIA","SAR","","RB2-S163-AME","AME","AMERICAN_EAGLE","AME","APPREL","Apparel","AME_ANDALUS MALL - AME","LFL",13-05-17,,"SOLO","12398","","Y"
30044,"AME RIYADH PARK","B","STM",22-07-18,,"+966-115200414","aeo.riyadhpark-cpksa@alshaya.com","1000","3864","",6,"Y",3,"MALL","MALL","RIYADH PARK",1,"800106",,"","60","SAR",1,135,137,"D","C","Asia/Riyadh","Y","RMS01",01-09-21,"AME_AMERICAN_EAGLE","MIDDLE EAST","","","Brick and Mortar","BANDM","Alshaya Group","Burj Alshaya, Al Soor Street, Al Mirqab","","","Shuwaikh","KU","KWT","181","","","RIYADH","","SAR","CENTRAL PROVINCE","","SAR",1,1,5,30,131,"RIYADH PARK UPD","RIYADH PARK 966 67618576","","RIYADH","X03","SAU","","","","","SAUDI ARABIA","SAR","","RB2-S963-AME","AME","AMERICAN_EAGLE","AME","APPREL","Apparel","AME RIYADH PARK - AME","LFL",22-07-18,,"SOLO","20134","","Y"
30048,"AME_RIYADH GALLERY","B","NASSER ABOOD FALEH ALSUBAIE",10-12-11,,"+966-115101291","aeo.gallery-cpksa@alshaya.com","6760","6760","",6,"Y",3,"MALL","MALL","RIYADH GALLERY",1,"800011",,"","60","SAR",1,135,137,"D","C","Asia/Riyadh","N","RMS01",01-09-21,"AME_AMERICAN_EAGLE","MIDDLE EAST","","","Brick and Mortar","BANDM","Alshaya Group","Burj Alshaya, Al Soor Street, Al Mirqab","","","Shuwaikh","KU","KWT","181","","","RIYADH","","SAR","CENTRAL PROVINCE","","SAR",1,1,5,30,131,"RIYADH GALLERY","RIYADH GALLERY","","RIYADH","X03","SAU","","","","","SAUDI ARABIA","SAR","","RB2-S322-AME","AME","AMERICAN_EAGLE","AME","APPREL","Apparel","AME_RIYADH GALLERY - AME","LFL",10-12-11,,"SOLO","219","","Y"
30071,"AME_AL MARYAH CENTRAL","E","KUMAR DAULIYA",01-01-17,,"+971-24926765","aeo.galleria-uae@alshaya.com","0","0","",14,"Y",3,"MALL","MALL","AL MARYAH CENTRAL",1,"800008",,"","60","AED",1,81463,25740,"D","C","Asia/Dubai","N","RMS01",01-09-21,"AME_AMERICAN_EAGLE","MIDDLE EAST","","","Brick and Mortar","BANDM","Alshaya Group","Burj Alshaya, Al Soor Street, Al Mirqab","","","Shuwaikh","KU","KWT","181","","","ABU DHABI","","AED","UAE","","AED",1,1,12,12,162,"AL MARYAH CENTRAL","Al Maryah Central","","ABU DHABI","X01","ARE","","KUMAR DAULIYA","","","UNITED ARAB EMIRATES","AED","","RE1-D023-AME","AME","AMERICAN_EAGLE","AME","APPREL","Apparel","AME_AL MARYAH CENTRAL - AME","LFL",01-01-17,,"SOLO","44215","","Y"
30072,"AME_AL WAHDA MALL","B","JR MENDOZA",11-03-12,,"+971-26958172","aeo.alwahda-uae@alshaya.com","6469","6469","",14,"Y",3,"MALL","MALL","AL WAHDA MALL",1,"800008",,"","60","AED",1,81463,25740,"D","C","Asia/Dubai","N","RMS01",01-09-21,"AME_AMERICAN_EAGLE","MIDDLE EAST","","","Brick and Mortar","BANDM","Alshaya Group","Burj Alshaya, Al Soor Street, Al Mirqab","","","Shuwaikh","KU","KWT","181","","","ABU DHABI","","AED","UAE","","AED",1,1,12,12,162,"AL WAHDA MALL","AL WAHDA MALL","","ABU DHABI","X01","ARE","","","","","UNITED ARAB EMIRATES","AED","","RE1-4417-AME","AME","AMERICAN_EAGLE","AME","APPREL","Apparel","AME_AL WAHDA MALL - AME","LFL",11-03-12,,"SOLO","456","","Y"
30083,"AME_THE AVENUES","A","MELANIE CENTENO",29-10-17,,"+973-17110501","aeo.ave-bah@alshaya.com","4790","4790","",2,"Y",3,"MALL","MALL","AVENUES MALL",1,"800021",,"","60","BHD",1,77463,25620,"D","C","Asia/Bahrain","Y","RMS01",01-09-21,"AME_AMERICAN_EAGLE","MIDDLE EAST","","","Brick and Mortar","BANDM","Alshaya Group","Burj Alshaya, Al Soor Street, Al Mirqab","","","Shuwaikh","KU","KWT","181","","","MANAMA","","BHD","BAHRAIN","","BHD",1,1,2,2,100,"THE AVENUES","THE AVENUES","","MANAMA","X12","BHR","","","","","BAHRAIN","BHD","","RC1-3006-AME","AME","AMERICAN_EAGLE","AME","APPREL","Apparel","AME_THE AVENUES - AME","LFL",29-10-17,,"SOLO","70009","","Y"
30086,"AME_KSA B2B STOCK LOCATION","D","Fadel",21-12-20,,"","","","","",6,"Y",15,"STAND-ALONE","STAND-ALONE","AME_KSA Activity Location",1,"800215",,"","30","SAR",1,135,137,"Y","C","Asia/Riyadh","N","SREEDEVI.CHANDRAN",22-04-21,"AME_AMERICAN_EAGLE","MIDDLE EAST","","","B2B","WHSL","Alshaya Group","Burj Alshaya, Al Soor Street, Al Mirqab","","","Shuwaikh","KU","KWT","181","","","JEDDAH","","SAR","WESTERN PROVINCE","","SAR",1,1,5,29,129,"AME_KSA Activity Location","","","JEDDAH","X03","SAU","","","","","SAUDI ARABIA","SAR","","RB2-H349-AME","AME","AMERICAN_EAGLE","AME","APPREL","Apparel","AME_KSA B2B STOCK LOCATION - AME","NEW",22-04-21,29-03-26,"","30086","","N"
30103,"AME_AERIE CITY MALL","A","LINA",20-08-21,,"","","","","",5,"Y",3,"MALL","MALL","CITY MALL",1,"800028",,"","30","JOD",1,156,157,"D","C","Asia/Amman","Y","LINDA.DALMEIDA",05-06-21,"AME_AMERICAN_EAGLE","MIDDLE EAST","","","Brick and Mortar","BANDM","Alshaya Group","Burj Alshaya, Al Soor Street, Al Mirqab","","","Shuwaikh","KU","KWT","181","","","AMMAN","","JOD","JORDAN","","JOD",1,1,4,4,115,"CITY MALL","","","AMMAN","X09","JOR","","","","","JORDAN","JOD","","RH1-5679-AME","AME","AMERICAN_EAGLE","AME","APPREL","Apparel","AME_AERIE CITY MALL - AME","NEW",05-06-21,,"","30103","N","Y"
30923,"DEB_KINGDOM","A","STM",23-11-06,30-11-17,"+12345678","dummymail@alshaya.com","0","3655","",6,"Y",11,"CONCESSION","CONCESSION","DEB_Kingdom Debs",1,"800012",,"1","60","SAR",1,135,137,"D","C","Asia/Riyadh","N","RMS01",01-09-21,"DEB_DEBENHAM","MIDDLE EAST","","","Brick and Mortar","BANDM","Alshaya Group","Burj Alshaya, Al Soor Street, Al Mirqab","","","Shuwaikh","KU","KWT","181","","","RIYADH","","SAR","CENTRAL PROVINCE","","SAR",1,1,5,30,131,"DEB_KINGDOM DEBS","KINGDOM CENTRE","","RIYADH","X03","SAU","","","","","SAUDI ARABIA","SAR","","RB2-2201-AME","AME","AMERICAN_EAGLE","AME","APPREL","Apparel","DEB_KINGDOM - AME","CLS",01-01-17,29-03-26,"BOX_CONC","738","","Y"
30927,"DEB_DUBAI MALL","A","STM",01-05-08,,"+971-44190231","dummymail@alshaya.com","0","2300","",14,"Y",11,"CONCESSION","CONCESSION","DUBAI MALL",1,"800038",,"","60","AED",1,81463,25740,"D","C","Asia/Dubai","N","RMS01",01-09-21,"DEB_DEBENHAM","MIDDLE EAST","","","Brick and Mortar","BANDM","Alshaya Group","Burj Alshaya, Al Soor Street, Al Mirqab","","","Shuwaikh","KU","KWT","181","","","DUBAI","","AED","UAE","","AED",1,1,12,12,159,"DEB_DUBAI MALL","DUBAI MALL","","DUBAI","X01","ARE","","","","","UNITED ARAB EMIRATES","AED","","RE1-3889-AME","AME","AMERICAN_EAGLE","AME","APPREL","Apparel","DEB_DUBAI MALL - AME","PTL",12-02-20,29-03-26,"BOX_CONC","160","","Y"
30930,"DEB_ALEXANDRIA CITY CENTER","A","STM",17-12-08,,"+20-224803810","dummymail@alshaya.com","0","1667","",3,"Y",11,"CONCESSION","CONCESSION","DEB_Alexandria City Center",1,"800031",,"","60","EGP",1,5201,5202,"D","C","Africa/Cairo","N","RMS01",01-09-21,"DEB_DEBENHAM","MIDDLE EAST","","","Brick and Mortar","BANDM","Alshaya Group","Burj Alshaya, Al Soor Street, Al Mirqab","","","Shuwaikh","KU","KWT","181","","","ALEXANDRIA","","EGP","EGYPT","","EGP",1,1,3,3,110,"DEB_ALEXANDRIA CITY CENTER","ALEXANDRIA CITY CENTRE","","ALEXANDRIA","X11","EGY","","","","","EGYPT","EGP","","RL1-E118-AME","AME","AMERICAN_EAGLE","AME","APPREL","Apparel","DEB_ALEXANDRIA CITY CENTER - AME","PTL",12-02-20,29-03-26,"BOX_CONC","205","","Y"
31072,"ALS_HAMRA MULTI STORE LOCATION","A","STM",01-12-20,,"+12345678","dummymail@alshaya.com","0","0","",8,"Y",1,"CONCESSION","CONCESSION","HAMRA STREET",1,"800029",,"","60","LBP",1,101,103,"D","C","Asia/Beirut","N","RMS01",01-09-21,"ALS_ALSHAYA","MIDDLE EAST","","","Brick and Mortar","BANDM","Alshaya Group","Burj Alshaya, Al Soor Street, Al Mirqab","","","Shuwaikh","KU","KWT","181","","","BEIRUT","","LBP","LEBANON","","LBP",1,1,7,7,118,"AL HAMRA STREET","AL HAMRA STREET","","BEIRUT","X07","LBN","","","","","LEBANON","LBP","","RG1-5097-AME","AME","AMERICAN_EAGLE","AME","APPREL","Apparel","ALS_HAMRA MULTI STORE LOCATION - AME","CLS",01-12-20,29-03-26,"MULTI_CONC","90080","","Y"
32012,"AME_Riyadh Front","C","MR.Fadel",27-10-21,,"","","","","",6,"Y",3,"MALL","MALL","Riyadh Front",1,"800215",,"","60","SAR",1,135,137,"D","C","Asia/Riyadh","N","SREEDEVI.CHANDRAN",16-09-21,"AME_AMERICAN_EAGLE","MIDDLE EAST","","","Brick and Mortar","BANDM","Alshaya Group","Burj Alshaya, Al Soor Street, Al Mirqab","","","Shuwaikh","KU","KWT","181","","","RIYADH","","SAR","CENTRAL PROVINCE","","SAR",1,1,5,30,131,"AME_Riyadh Front","","","Riyadh","01","SAU","","","","","SAUDI ARABIA","SAR","","RB2-H357-AME","AME","AMERICAN_EAGLE","AME","APPREL","Apparel","AME_Riyadh Front - AME","NEW",16-09-21,29-03-26,"","32012","N","N"
31792,"HEN_TABUK MALL","A","STM",28-12-15,11-11-21,"12345678","dummymail@alshaya.com","0","0","",6,"Y",31,"STAND-ALONE","STAND-ALONE","TABUK MALL",1,"800215",,"60","1","SAR",1,135,137,"D","C","Asia/Riyadh","Y","RMS01",27-01-23,"HEN_HENNES_&_MAURITZ","MIDDLE EAST","","","Brick and Mortar","BANDM","Alshaya Group","Burj Alshaya, Al Soor Street, Al Mirqab","","","Shuwaikh","KU","KWT","181","","","TABUK","","SAR","WESTERN PROVINCE","","SAR",1,1,5,29,143,"TABUK MALL","","","TABUK","X03","SAU","","","","","SAUDI ARABIA","SAR","","RB2-2048-HEN","HEN","HENNES_&_MAURITZ","HEN","HENMAU","Hennes & Mauritz","HEN_TABUK MALL - HEN","CLS",28-12-15,29-03-26,"SOLO","365","Y",""
31796,"HEN_AL MANAR MALL","A","STM",12-07-12,,"12345678","dummymail@alshaya.com","1001","0","",14,"Y",31,"STAND-ALONE","STAND-ALONE","Manar Mall",1,"800008",,"60","60","AED",1,81463,25740,"D","C","Asia/Dubai","Y","RMS01",27-01-23,"HEN_HENNES_&_MAURITZ","MIDDLE EAST","","","Brick and Mortar","BANDM","Alshaya Group","Burj Alshaya, Al Soor Street, Al Mirqab","","","Shuwaikh","KU","KWT","181","","","RAS AL KHAIMA","","AED","OUTERS","","AED",1,1,12,36,165,"AL MANAR MALL","","","RAS AL KHAIMA","X01","ARE","","","","","UNITED ARAB EMIRATES","AED","","RE1-4206-HEN","HEN","HENNES_&_MAURITZ","HEN","HENMAU","Hennes & Mauritz","HEN_AL MANAR MALL - HEN","LFL",12-07-12,,"SOLO","428","Y",""
31801,"HEN_AVENUES MALL PHASE 1","A","STM",01-12-17,,"12345678","dummymail@alshaya.com","7202","0","",7,"Y",31,"CONCESSION","CONCESSION","The Avenues-Kuwait",1,"800004",,"60","60","KWD",1,81,82,"D","C","Asia/Kuwait","Y","RMS01",27-01-23,"HEN_HENNES_&_MAURITZ","MIDDLE EAST","","","Brick and Mortar","BANDM","Alshaya Group","Burj Alshaya, Al Soor Street, Al Mirqab","","","Shuwaikh","KU","KWT","181","","","AL RAI","","KWD","KUWAIT","","KWD",1,1,6,6,168,"AVENUES MALL PHASE 1","","","AL RAI","X08","KWT","","","","","KUWAIT","KWD","","RA1-Q237-HEN","HEN","HENNES_&_MAURITZ","HEN","HENMAU","Hennes & Mauritz","HEN_AVENUES MALL PHASE 1 - HEN","LFL",30-11-17,,"BOX_CONC","1052","Y",""
31826,"HEN_BAWABAT AL SHARQ MALL","A","STM",17-08-11,,"12345678","dummymail@alshaya.com","1138","0","",14,"Y",31,"STAND-ALONE","STAND-ALONE","BAS Mall",1,"800008",,"60","60","AED",1,81463,25740,"D","C","Asia/Dubai","Y","RMS01",27-01-23,"HEN_HENNES_&_MAURITZ","MIDDLE EAST","","","Brick and Mortar","BANDM","Alshaya Group","Burj Alshaya, Al Soor Street, Al Mirqab","","","Shuwaikh","KU","KWT","181","","","ABU DHABI","","AED","ABU DHABI","","AED",1,1,12,35,162,"BAWABAT AL SHARQ MALL","","","ABU DHABI","X01","ARE","","","","","UNITED ARAB EMIRATES","AED","","RE1-4034-HEN","HEN","HENNES_&_MAURITZ","HEN","HENMAU","Hennes & Mauritz","HEN_BAWABAT AL SHARQ MALL - HEN","LFL",17-08-11,29-03-26,"SOLO","935","Y",""
31829,"HEN_SALMIYA HIGH STREET","A","STM",24-06-09,,"12345678","dummymail@alshaya.com","2122","0","",7,"Y",31,"STAND-ALONE","STAND-ALONE","SALMIYA HIGH STREET",1,"800004",,"60","60","KWD",1,81,82,"D","C","Asia/Kuwait","Y","RMS01",27-01-23,"HEN_HENNES_&_MAURITZ","MIDDLE EAST","","","Brick and Mortar","BANDM","Alshaya Group","Burj Alshaya, Al Soor Street, Al Mirqab","","","Shuwaikh","KU","KWT","181","","","SALMIYA","","KWD","KUWAIT","","KWD",1,1,6,6,190,"SALMIYA HIGH STREET","","","SALMIYA","X08","KWT","","","","","KUWAIT","KWD","","RA1-1116-HEN","HEN","HENNES_&_MAURITZ","HEN","HENMAU","Hennes & Mauritz","HEN_SALMIYA HIGH STREET - HEN","LFL",24-06-09,,"SOLO","981","Y",""
31831,"HEN_WEST AVENUE","A","STM",24-01-17,,"12345678","dummymail@alshaya.com","1723","0","",6,"Y",31,"STAND-ALONE","STAND-ALONE","West Avenue Dammam",1,"800215",,"60","60","SAR",1,135,137,"D","C","Asia/Riyadh","Y","RMS01",27-01-23,"HEN_HENNES_&_MAURITZ","MIDDLE EAST","","","Brick and Mortar","BANDM","Alshaya Group","Burj Alshaya, Al Soor Street, Al Mirqab","","","Shuwaikh","KU","KWT","181","","","DAMMAM","","SAR","EASTERN PROVINCE","","SAR",1,1,5,28,138,"WEST AVENUE","","","DAMMAM","X03","SAU","","","","","SAUDI ARABIA","SAR","","RB2-2438-HEN","HEN","HENNES_&_MAURITZ","HEN","HENMAU","Hennes & Mauritz","HEN_WEST AVENUE - HEN","LFL",24-01-17,,"SOLO","1011","Y",""
31845,"HEN_NEHRU ST - HELIOPOLIS","A","STM",25-09-16,31-12-22,"12345678","dummymail@alshaya.com","1606","0","",3,"Y",31,"STAND-ALONE","STAND-ALONE","NEHRU ST - HELIOPOLIS",1,"800031",,"60","60","EGP",1,5201,5202,"D","C","Africa/Cairo","Y","RMS01",27-01-23,"HEN_HENNES_&_MAURITZ","MIDDLE EAST","","","Brick and Mortar","BANDM","Alshaya Group","Burj Alshaya, Al Soor Street, Al Mirqab","","","Shuwaikh","KU","KWT","181","","","CAIRO","","EGP","EGYPT","","EGP",1,1,3,3,108,"NEHRU ST - HELIOPOLIS","","","CAIRO","X11","EGY","","","","","EGYPT","EGP","","RL1-E468-HEN","HEN","HENNES_&_MAURITZ","HEN","HENMAU","Hennes & Mauritz","HEN_NEHRU ST - HELIOPOLIS - HEN","CLS",25-09-16,29-03-26,"SOLO","570","Y",""
31966,"HEN_YAS MALL - DETAIL","A","STM",25-09-16,31-03-19,"12345678","dummymail@alshaya.com","0","0","",14,"Y",31,"STAND-ALONE","STAND-ALONE","YAS MALL - DETAIL",1,"800008",,"60","1","AED",1,86,88,"D","C","Asia/Dubai","Y","RMS01",27-01-23,"HEN_HENNES_&_MAURITZ","MIDDLE EAST","","","Brick and Mortar","BANDM","Alshaya Group","Burj Alshaya, Al Soor Street, Al Mirqab","","","Shuwaikh","KU","KWT","181","","","ABU DHABI","","AED","ABU DHABI","","AED",1,1,12,35,162,"YAS MALL - DETAIL","","","ABU DHABI","X01","ARE","","","","","UNITED ARAB EMIRATES","AED","","RE1-D732-HEN","HEN","HENNES_&_MAURITZ","HEN","HENMAU","Hennes & Mauritz","HEN_YAS MALL - DETAIL - HEN","CLS",25-09-16,29-03-26,"SOLO","1031","Y",""
32028,"HEN_RIYADH FRONT","C","Ali Mohammed Alrabei",06-09-21,,"966535574439","hnm.rydfront-cpksa@alshaya.com","1068","909","",6,"Y",31,"STAND-ALONE","STAND-ALONE","Riyadh Front",1,"800215",,"60","60","SAR",1,135,137,"D","C","Asia/Riyadh","Y","RMS01",27-01-23,"HEN_HENNES_&_MAURITZ","MIDDLE EAST","","","Brick and Mortar","BANDM","Alshaya Group","Burj Alshaya, Al Soor Street, Al Mirqab","","","Shuwaikh","KU","KWT","181","","","RIYADH","","SAR","CENTRAL PROVINCE","","SAR",1,1,5,30,131,"Riyadh Front","","","RIYADH","X03","SAU","","","","","SAUDI ARABIA","SAR","","RB2-H370-HEN","HEN","HENNES_&_MAURITZ","HEN","HENMAU","Hennes & Mauritz","HEN_RIYADH FRONT - HEN","LFL",06-09-21,,"SOLO","1544","Y",""
32050,"HEN_VENDOME MALL","A","STM",25-11-21,,"12345678","dummymail@alshaya.com","1884","0","",12,"Y",31,"STAND-ALONE","STAND-ALONE","VENDOME MALL",1,"800025",,"60","60","QAR",1,71463,25200,"D","C","Asia/Qatar","Y","RMS01",27-01-23,"HEN_HENNES_&_MAURITZ","MIDDLE EAST","","","Brick and Mortar","BANDM","Alshaya Group","Burj Alshaya, Al Soor Street, Al Mirqab","","","Shuwaikh","KU","KWT","181","","","DOHA CITY","","QAR","QATAR","","QAR",1,1,10,10,127,"VENDOME MALL","","","DOHA CITY","X04","QAT","","","","","QATAR","QAR","","RD1-3364-HEN","HEN","HENNES_&_MAURITZ","HEN","HENMAU","Hennes & Mauritz","HEN_VENDOME MALL - HEN","LFL",25-11-21,,"SOLO","1461","Y",""
31678,"HEN_CAIRO CITY STARS","A","STM",22-06-09,,"12345678","dummymail@alshaya.com","4010","0","",3,"Y",31,"STAND-ALONE","STAND-ALONE","CAIRO CITY STARS",1,"800031",,"60","60","EGP",1,5201,5202,"D","C","Africa/Cairo","Y","RMS01",27-01-23,"HEN_HENNES_&_MAURITZ","MIDDLE EAST","","","Brick and Mortar","BANDM","Alshaya Group","Burj Alshaya, Al Soor Street, Al Mirqab","","","Shuwaikh","KU","KWT","181","","","CAIRO","","EGP","EGYPT","","EGP",1,1,3,3,108,"CAIRO CITY STARS","","","CAIRO","X11","EGY","","","","","EGYPT","EGP","","RL1-E004-HEN","HEN","HENNES_&_MAURITZ","HEN","HENMAU","Hennes & Mauritz","HEN_CAIRO CITY STARS - HEN","LFL",22-06-09,,"SOLO","228","Y",""
31681,"HEN_SULTAN MALL","A","STM",10-03-15,05-08-21,"12345678","dummymail@alshaya.com","0","0","",6,"Y",31,"STAND-ALONE","STAND-ALONE","SULTAN MALL",1,"800011",,"60","1","SAR",1,135,137,"D","C","Asia/Riyadh","Y","RMS01",27-01-23,"HEN_HENNES_&_MAURITZ","MIDDLE EAST","","","Brick and Mortar","BANDM","Alshaya Group","Burj Alshaya, Al Soor Street, Al Mirqab","","","Shuwaikh","KU","KWT","181","","","JEDDAH","","SAR","WESTERN PROVINCE","","SAR",1,1,5,29,129,"SULTAN MALL","","","JEDDAH","X03","SAU","","","","","SAUDI ARABIA","SAR","","RB2-S662-HEN","HEN","HENNES_&_MAURITZ","HEN","HENMAU","Hennes & Mauritz","HEN_SULTAN MALL - HEN","CLS",10-03-15,29-03-26,"SOLO","713","Y",""
31698,"HEN_QURUM OMAN","A","STM",08-07-08,24-12-21,"12345678","dummymail@alshaya.com","0","0","",11,"Y",31,"STAND-ALONE","STAND-ALONE","QURUM OMAN",1,"800008",,"60","1","OMR",1,94,95,"D","C","Asia/Muscat","Y","RMS01",27-01-23,"HEN_HENNES_&_MAURITZ","MIDDLE EAST","","","Brick and Mortar","BANDM","Alshaya Group","Burj Alshaya, Al Soor Street, Al Mirqab","","","Shuwaikh","KU","KWT","181","","","MUSCAT","","OMR","OMAN","","OMR",1,1,9,9,125,"QURUM OMAN","","","MUSCAT","X05","OMN","","","","","OMAN","OMR","","RF1-4509-HEN","HEN","HENNES_&_MAURITZ","HEN","HENMAU","Hennes & Mauritz","HEN_QURUM OMAN - HEN","CLS",08-07-08,29-03-26,"SOLO","509","Y",""
31710,"HEN_DEERFIELDS","A","STM",12-08-13,,"12345678","dummymail@alshaya.com","1285","0","",14,"Y",31,"STAND-ALONE","STAND-ALONE","Deerfields",1,"800008",,"60","60","AED",1,81463,25740,"D","C","Asia/Dubai","Y","RMS01",27-01-23,"HEN_HENNES_&_MAURITZ","MIDDLE EAST","","","Brick and Mortar","BANDM","Alshaya Group","Burj Alshaya, Al Soor Street, Al Mirqab","","","Shuwaikh","KU","KWT","181","","","ABU DHABI","","AED","ABU DHABI","","AED",1,1,12,35,162,"DEERFIELDS","","","ABU DHABI","X01","ARE","","","","","UNITED ARAB EMIRATES","AED","","RE1-D344-HEN","HEN","HENNES_&_MAURITZ","HEN","HENMAU","Hennes & Mauritz","HEN_DEERFIELDS - HEN","LFL",12-08-13,,"SOLO","223","Y",""
31720,"HEN_OTHAIM MALL ARAR","A","STM",29-04-15,29-07-21,"12345678","dummymail@alshaya.com","0","0","",6,"Y",31,"STAND-ALONE","STAND-ALONE","OTHAIM MALL ARAR",1,"800215",,"60","1","SAR",1,135,137,"D","C","Asia/Riyadh","Y","RMS01",27-01-23,"HEN_HENNES_&_MAURITZ","MIDDLE EAST","","","Brick and Mortar","BANDM","Alshaya Group","Burj Alshaya, Al Soor Street, Al Mirqab","","","Shuwaikh","KU","KWT","181","","","DAMMAM","","SAR","EASTERN PROVINCE","","SAR",1,1,5,28,138,"OTHAIM MALL ARAR","","","DAMMAM","X03","SAU","","","","","SAUDI ARABIA","SAR","","RB2-S630-HEN","HEN","HENNES_&_MAURITZ","HEN","HENMAU","Hennes & Mauritz","HEN_OTHAIM MALL ARAR - HEN","CLS",29-04-15,29-03-26,"SOLO","849","Y",""
31752,"HEN_ROSHAN MALL","A","STM",12-08-13,,"12345678","dummymail@alshaya.com","1664","0","",6,"Y",31,"STAND-ALONE","STAND-ALONE","Roshan Mall Jeddah",1,"800215",,"60","60","SAR",1,135,137,"D","C","Asia/Riyadh","Y","RMS01",27-01-23,"HEN_HENNES_&_MAURITZ","MIDDLE EAST","","","Brick and Mortar","BANDM","Alshaya Group","Burj Alshaya, Al Soor Street, Al Mirqab","","","Shuwaikh","KU","KWT","181","","","JEDDAH","","SAR","WESTERN PROVINCE","","SAR",1,1,5,29,129,"ROSHAN MALL","","","RIYADH","X03","SAU","","","","","SAUDI ARABIA","SAR","","RB2-1988-HEN","HEN","HENNES_&_MAURITZ","HEN","HENMAU","Hennes & Mauritz","HEN_ROSHAN MALL - HEN","LFL",12-08-13,29-03-26,"SOLO","883","Y",""
31758,"HEN_RASHID MALL-JIZAN","A","STM",28-12-15,,"12345678","dummymail@alshaya.com","1226","0","",6,"Y",31,"STAND-ALONE","STAND-ALONE","Al Rashid Mall Jizan",1,"800215",,"60","60","SAR",1,135,137,"D","C","Asia/Riyadh","Y","RMS01",27-01-23,"HEN_HENNES_&_MAURITZ","MIDDLE EAST","","","Brick and Mortar","BANDM","Alshaya Group","Burj Alshaya, Al Soor Street, Al Mirqab","","","Shuwaikh","KU","KWT","181","","","JIZAN","","SAR","WESTERN PROVINCE","","SAR",1,1,5,29,149,"RASHID MALL-JIZAN","","","JIZAN","X03","SAU","","","","","SAUDI ARABIA","SAR","","RB2-S690-HEN","HEN","HENNES_&_MAURITZ","HEN","HENMAU","Hennes & Mauritz","HEN_RASHID MALL-JIZAN - HEN","LFL",28-12-15,,"SOLO","1002","Y",""
