"BRAND","TIME_ID","OPTION_ID","STORE","REGULAR_SLS_UNITS","PROMO_SLS_UNITS","MRKDWN_SLS_UNITS","BASE_HISTORY"
"AME",202437,"128984126_AMEC109",30071,1,6,0,7
"AME",202437,"130342851_AMEC100",30913,0,0,2,0
"AME",202437,"130213005_AMEC001",30030,3,2,0,5
"AME",202437,"331075785_AMEC900",33093,4,0,0,4
"AME",202437,"335159425_AMEC100",30017,0,4,0,4
"AME",202437,"130213005_AMEC100",32099,1,0,0,1
"AME",202437,"332239183_AMEC100",32098,0,0,1,0
"AME",202437,"130161953_AMEC106",30069,0,0,1,0
"AME",202437,"130162204_AMEC300",30069,0,0,1,0
"AME",202437,"331384172_AMEC140",30093,0,0,2,0
"AME",202437,"331384172_AMEC341",30093,0,0,4,0
"AME",202437,"130712655_AMEC341",30085,0,0,3,0
"AME",202437,"130213005_AMEC100",30083,0,1,0,1
"AME",202437,"331199013_AMEC001",30083,0,0,1,0
"AME",202437,"331344142_AMEC256",30083,0,0,1,0
"AME",202437,"331344142_AMEC309",30083,0,0,1,0
"AME",202437,"331199013_AMEC001",30095,0,0,2,0
"AME",202437,"130213005_AMEC001",32012,1,1,0,2
"AME",202437,"130213005_AMEC001",33192,0,7,0,7
"AME",202437,"130393112_AMEC300",33064,1,0,0,1
"AME",202437,"129320004_AMEC900",30054,0,1,0,1
"AME",202437,"129320004_AMEC900",32012,0,1,0,1
"AME",202437,"331199013_AMEC001",33064,1,0,0,1
"AME",202437,"130213005_AMEC100",32012,1,1,0,2
"AME",202437,"130362611_AMEC900",30023,0,2,0,2
"AME",202437,"130213005_AMEC100",30849,0,2,0,2
"AME",202437,"128984126_AMEC109",30915,3,0,0,3
"AME",202437,"129041930_AMEC207",30054,0,2,0,2
"AME",202437,"331075785_AMEC900",30057,0,4,0,4
"AME",202437,"273334374_AMEC100",30054,0,0,4,0
"AME",202437,"335159425_AMEC100",30100,0,4,0,4
"AME",202437,"332239183_AMEC100",30057,0,0,1,0
"AME",202437,"130362611_AMEC900",30054,1,2,0,3
"AME",202437,"331384172_AMEC341",30057,0,0,2,0
"AME",202437,"333274641_AMEC400",30054,0,1,0,1
"AME",202437,"331384172_AMEC341",30054,0,0,3,0
"AME",202437,"331344142_AMEC309",30100,0,0,2,0
"AME",202437,"128984126_AMEC109",33063,1,0,0,1
"AME",202437,"128984126_AMEC109",30093,2,4,0,6
"AME",202437,"272311330_AMEC300",30057,0,0,6,0
"AME",202437,"129320004_AMEC900",30057,0,6,0,6
"AME",202437,"331344142_AMEC309",31045,0,0,1,0
"AME",202437,"130213005_AMEC100",30061,0,2,0,2
"AME",202437,"331384172_AMEC341",31045,0,0,1,0
"AME",202437,"333324339_AMEC106",30057,3,2,0,5
"AME",202437,"130362611_AMEC900",30061,0,2,0,2
"AME",202437,"273989949_AMEC001",30915,0,0,1,0
"AME",202437,"331344142_AMEC309",30915,0,0,2,0
"AME",202437,"331384172_AMEC341",30915,0,0,1,0
"AME",202437,"331344142_AMEC309",30914,0,0,10,0
"AME",202437,"335159425_AMEC100",30881,0,2,0,2
"AME",202437,"331334139_AMEC219",33088,0,0,8,0
"AME",202437,"332244196_AMEC200",33088,0,0,1,0
"AME",202437,"130362611_AMEC900",30064,1,1,0,2
"AME",202437,"331384172_AMEC140",30089,0,0,2,0
"AME",202437,"130213005_AMEC100",33090,2,0,0,2
"AME",202437,"130213005_AMEC100",30914,15,5,0,20
"AME",202437,"335114576_AMEC001",30913,2,1,0,3
"AME",202437,"130213005_AMEC100",33086,0,4,0,4
"AME",202437,"128984126_AMEC109",33090,1,2,0,3
"AME",202437,"130362611_AMEC900",33090,2,1,0,3
"AME",202437,"130213005_AMEC001",30916,4,0,0,4
"AME",202437,"130213005_AMEC001",30101,0,4,0,4
"AME",202437,"130212933_AMEC400",30069,0,0,8,0
"AME",202437,"129320004_AMEC900",30101,0,1,0,1
"AME",202437,"272974398_AMEC036",30915,0,0,2,0
"AME",202437,"129319956_AMEC717",33090,0,0,2,0
"AME",202437,"272974398_AMEC209",30069,0,0,3,0
"AME",202437,"273494483_AMEC900",30069,0,0,4,0
"AME",202437,"331344142_AMEC309",30104,0,0,1,0
"AME",202437,"333864302_AMEC321",30101,0,2,0,2
"AME",202437,"335159425_AMEC100",32057,1,0,0,1
"AME",202437,"333809601_AMEC001",33088,0,0,2,0
"AME",202437,"331384172_AMEC341",30089,0,0,2,0
"AME",202437,"129098035_AMEC900",33086,0,0,1,0
"AME",202437,"273989949_AMEC600",33086,0,0,1,0
"AME",202437,"333864302_AMEC321",32026,0,2,0,2
"AME",202437,"129320004_AMEC900",30095,0,8,0,8
"AME",202437,"129512308_AMEC900",33086,0,0,6,0
"AME",202437,"129512301_AMEC013",33086,0,0,2,0
"AME",202437,"129532457_AMEC001",33086,0,0,1,0
"AME",202437,"129557971_AMEC500",33086,0,0,1,0
"AME",202437,"130132136_AMEC001",33086,0,0,1,0
"AME",202437,"333274641_AMEC400",30020,1,0,0,1
"AME",202437,"331394177_AMEC615",32051,0,0,3,0
"AME",202437,"130393726_AMEC615",33086,0,0,3,0
"AME",202437,"128922883_AMEC900",33086,0,0,1,0
"AME",202437,"128987821_AMEC900",33086,0,0,2,0
"AME",202437,"130213005_AMEC100",33088,5,0,0,5
"AME",202437,"129320004_AMEC900",30001,0,2,0,2
"AME",202437,"130213005_AMEC001",30100,0,2,0,2
"AME",202437,"331075785_AMEC900",30100,0,1,0,1
"AME",202437,"272974398_AMEC036",30048,0,0,1,0
"AME",202437,"272974398_AMEC400",30048,0,0,1,0
"AME",202437,"331344142_AMEC256",30093,0,0,3,0
"AME",202437,"129320004_AMEC900",30074,0,1,0,1
"AME",202437,"130712655_AMEC100",30849,0,0,1,0
"AME",202437,"331384172_AMEC341",30061,1,0,0,1
"AME",202437,"332239183_AMEC100",30100,0,0,2,0
"AME",202437,"130132136_AMEC001",32026,0,0,2,0
"AME",202437,"331075785_AMEC900",32026,2,2,0,4
"AME",202437,"130213005_AMEC100",32026,0,3,0,3
"AME",202437,"331344142_AMEC309",32026,0,0,1,0
"AME",202437,"130213005_AMEC100",30100,0,4,0,4
"AME",202437,"335124859_AMEC285",30057,0,4,0,4
"AME",202437,"130213005_AMEC001",30913,1,0,0,1
"AME",202437,"331384172_AMEC140",30057,0,0,2,0
"AME",202437,"331394177_AMEC615",30913,0,0,1,0
"AME",202437,"335159425_AMEC100",30913,1,0,0,1
"AME",202437,"130213005_AMEC100",32068,0,2,0,2
"AME",202437,"331074769_AMEC001",30054,0,0,1,0
"AME",202437,"335124680_AMEC237",30054,2,0,0,2
"AME",202437,"130213005_AMEC100",30057,0,3,0,3
"AME",202437,"335124680_AMEC237",30913,1,0,0,1
"AME",202437,"333274641_AMEC400",33178,1,0,0,1
"AME",202437,"129532006_AMEC400",30052,0,0,1,0
"AME",202437,"129320004_AMEC900",30013,1,1,0,2
"AME",202437,"129320004_AMEC900",30029,1,0,0,1
"AME",202437,"273989949_AMEC001",33093,0,0,22,0
"AME",202437,"273989949_AMEC600",33093,0,0,17,0
"AME",202437,"331344142_AMEC309",33099,0,0,1,0
"AME",202437,"129320004_AMEC900",31050,2,0,0,2
"AME",202437,"335159425_AMEC100",30044,3,1,0,4
"AME",202437,"331384172_AMEC341",33178,0,0,2,0
"AME",202437,"130213005_AMEC100",30052,3,0,0,3
"AME",202437,"331179022_AMEC400",30022,0,0,1,0
"AME",202437,"130362611_AMEC900",30048,0,2,0,2
"AME",202437,"335159425_AMEC100",30093,0,1,0,1
"AME",202437,"130213005_AMEC100",30916,5,1,0,6
"AME",202437,"129320004_AMEC900",30048,0,2,0,2
"AME",202437,"130027813_AMEC379",30085,0,0,2,0
"AME",202437,"130393119_AMEC249",30069,0,0,2,0
"AME",202437,"130712655_AMEC341",30069,0,0,1,0
"AME",202437,"331344142_AMEC256",30865,2,0,0,2
"AME",202437,"129320004_AMEC900",30085,1,0,0,1
"AME",202437,"333324339_AMEC106",30914,4,0,0,4
"AME",202437,"130213005_AMEC001",33064,1,0,0,1
"AME",202437,"331344142_AMEC256",30914,0,0,8,0
"AME",202437,"331384172_AMEC341",30914,0,0,3,0
"AME",202437,"331394177_AMEC615",32068,1,0,0,1
"AME",202437,"331344142_AMEC256",32068,1,0,0,1
"AME",202437,"331184035_AMEC404",30054,1,1,0,2
"AME",202437,"130132136_AMEC200",33093,0,0,4,0
"AME",202437,"331384172_AMEC140",30044,0,0,2,0
"AME",202437,"331584523_AMEC001",30057,0,0,1,0
"AME",202437,"333864302_AMEC321",30054,1,0,0,1
"AME",202437,"130213005_AMEC001",30057,1,1,0,2
"AME",202437,"331344142_AMEC309",30054,0,0,3,0
"AME",202437,"129320004_AMEC900",33093,36,0,0,36
"AME",202437,"331075785_AMEC900",30072,0,2,0,2
"AME",202437,"331394177_AMEC615",33093,0,0,4,0
"AME",202437,"130213005_AMEC001",30072,1,0,0,1
"AME",202437,"272311330_AMEC300",30069,0,0,6,0
"AME",202437,"272974398_AMEC036",30069,0,0,2,0
"AME",202437,"331344142_AMEC256",30065,0,1,0,1
"AME",202437,"331384172_AMEC140",30101,0,0,1,0
"AME",202437,"130362611_AMEC900",32099,1,0,0,1
"AME",202437,"130362611_AMEC900",30044,2,1,0,3
"AME",202437,"130362611_AMEC900",30915,2,1,0,3
"AME",202437,"331394177_AMEC615",33178,0,0,1,0
"AME",202437,"130213005_AMEC100",33178,0,2,0,2
"AME",202437,"272974398_AMEC400",30915,0,0,2,0
"AME",202437,"129319956_AMEC819",30052,0,0,2,0
"AME",202437,"273334374_AMEC100",38011,0,0,1,0
"AME",202437,"331394177_AMEC615",30100,0,0,3,0
"AME",202437,"331344142_AMEC256",33088,0,0,5,0
"AME",202437,"130213005_AMEC001",30881,0,3,0,3
"AME",202437,"332019166_AMEC400",30024,0,0,1,0
"AME",202437,"129320004_AMEC900",31045,2,1,0,3
"AME",202437,"331384172_AMEC140",32051,0,0,2,0
"AME",202437,"332239183_AMEC100",30095,0,0,1,0
"AME",202437,"331384172_AMEC140",30064,0,0,1,0
"AME",202437,"130362611_AMEC900",30030,3,0,0,3
"AME",202437,"129507550_AMEC013",33086,0,0,2,0
"AME",202437,"128984126_AMEC109",30061,0,8,0,8
"AME",202437,"129557971_AMEC600",33086,0,0,3,0
"AME",202437,"332239183_AMEC100",30064,0,0,3,0
"AME",202437,"331074769_AMEC001",33086,0,0,1,0
"AME",202437,"130213005_AMEC001",31076,2,0,0,2
"AME",202437,"331394177_AMEC615",30070,0,0,1,0
"AME",202437,"331344142_AMEC256",30070,0,0,1,0
"AME",202437,"331384172_AMEC140",30070,0,0,2,0
"AME",202437,"129041930_AMEC207",30001,2,0,0,2
"AME",202437,"332239183_AMEC100",32051,0,0,1,0
"AME",202437,"128777040_AMEC709",33086,0,0,1,0
"AME",202437,"128984126_AMEC109",30029,0,1,0,1
"AME",202437,"331394177_AMEC615",30077,0,2,0,2
"AME",202437,"335159425_AMEC100",30022,1,0,0,1
"AME",202437,"331199013_AMEC001",32026,0,0,4,0
"AME",202437,"130213005_AMEC001",33088,0,5,0,5
"AME",202437,"335124680_AMEC237",30914,2,0,0,2
"AME",202437,"331394177_AMEC615",30074,1,0,0,1
"AME",202437,"331344142_AMEC256",33093,0,0,17,0
"AME",202437,"130362609_AMEC309",30069,0,0,1,0
"AME",202437,"331384172_AMEC140",30104,0,0,3,0
"AME",202437,"129557986_AMEC200",30865,0,0,1,0
"AME",202437,"331344142_AMEC309",30865,1,0,0,1
"AME",202437,"331384172_AMEC341",33093,0,0,7,0
"AME",202437,"130161953_AMEC106",33093,0,0,4,0
"AME",202437,"128984126_AMEC109",30914,14,3,0,17
"AME",202437,"128984126_AMEC109",30054,1,0,0,1
"AME",202437,"130213005_AMEC100",30054,0,1,0,1
"AME",202437,"335124859_AMEC285",30913,6,2,0,8
"AME",202437,"331344142_AMEC256",33099,0,0,1,0
"AME",202437,"331394177_AMEC615",30057,0,0,1,0
"AME",202437,"128984126_AMEC109",30057,2,3,0,5
"AME",202437,"331394177_AMEC615",30054,0,0,1,0
"AME",202437,"129320004_AMEC900",30913,5,3,0,8
"AME",202437,"331344142_AMEC309",30044,0,0,1,0
"AME",202437,"131062647_AMEC001",30054,0,0,1,0
"AME",202437,"333809601_AMEC001",30054,0,0,2,0
"AME",202437,"130213005_AMEC001",30104,1,0,0,1
"AME",202437,"130302634_AMEC900",30069,0,0,1,0
"AME",202437,"130213005_AMEC001",30044,0,3,0,3
"AME",202437,"130347844_AMEC817",30044,0,0,1,0
"AME",202437,"131062647_AMEC001",30044,0,0,2,0
"AME",202437,"130213005_AMEC100",30015,1,4,0,5
"AME",202437,"331344142_AMEC256",30020,0,0,1,0
"AME",202437,"130362609_AMEC001",30069,0,0,4,0
"AME",202437,"130362611_AMEC900",30101,0,14,0,14
"AME",202437,"331394177_AMEC615",30101,0,0,1,0
"AME",202437,"130342965_AMEC309",30915,0,0,2,0
"AME",202437,"129320004_AMEC900",30093,0,1,0,1
"AME",202437,"130213005_AMEC100",33192,1,5,0,6
"AME",202437,"130362611_AMEC900",30052,8,0,0,8
"AME",202437,"335159425_AMEC100",33178,1,0,0,1
"AME",202437,"129320004_AMEC900",30052,0,3,0,3
"AME",202437,"128984126_AMEC109",33178,0,1,0,1
"AME",202437,"331344142_AMEC256",30100,0,0,2,0
"AME",202437,"333864302_AMEC321",30095,0,2,0,2
"AME",202437,"130213005_AMEC100",30881,1,0,0,1
"AME",202437,"130362609_AMEC309",30100,0,0,1,0
"AME",202437,"331354190_AMEC001",32051,0,0,1,0
"AME",202437,"130161953_AMEC106",33086,0,0,3,0
"AME",202437,"130362609_AMEC200",33086,0,0,1,0
"AME",202437,"130362611_AMEC900",30017,1,1,0,2
"AME",202437,"130393726_AMEC300",33086,0,0,2,0
"AME",202437,"128991809_AMEC107",33086,0,0,1,0
"AME",202437,"331344142_AMEC309",30065,1,0,0,1
"AME",202437,"331569473_AMEC109",30065,1,0,0,1
"AME",202437,"130127836_AMEC106",30085,0,0,2,0
"AME",202437,"128984126_AMEC109",30916,4,1,0,5
"AME",202437,"331075785_AMEC900",30077,0,1,0,1
"AME",202437,"331075785_AMEC900",30022,0,1,0,1
"AME",202437,"130213005_AMEC001",32057,0,2,0,2
"AME",202437,"335159425_AMEC100",33192,0,2,0,2
"AME",202437,"331179022_AMEC130",30916,1,0,0,1
"AME",202437,"129320004_AMEC900",30077,0,1,0,1
"AME",202437,"128984126_AMEC109",30913,3,2,0,5
"AME",202437,"130362611_AMEC900",30913,4,1,0,5
"AME",202437,"130097419_AMEC400",30069,0,0,2,0
"AME",202437,"130727664_AMEC300",30069,0,0,3,0
"AME",202437,"331075785_AMEC900",32057,0,1,0,1
"AME",202437,"335159425_AMEC100",33099,1,0,0,1
"AME",202437,"130213005_AMEC001",32068,7,0,0,7
"AME",202437,"331394177_AMEC615",33064,3,0,0,3
"AME",202437,"130213005_AMEC100",30071,1,1,0,2
"AME",202437,"130362611_AMEC900",30071,1,2,0,3
"AME",202437,"335159425_AMEC100",30914,8,1,0,9
"AME",202437,"333324339_AMEC106",30054,0,3,0,3
"AME",202437,"331075785_AMEC900",30071,0,2,0,2
"AME",202437,"331344142_AMEC256",30044,0,0,2,0
"AME",202437,"129041930_AMEC207",30057,4,2,0,6
"AME",202437,"129041930_AMEC207",30914,6,1,0,7
"AME",202437,"332239183_AMEC100",30054,0,0,1,0
"AME",202437,"331199013_AMEC001",30052,1,0,0,1
"AME",202437,"130213005_AMEC001",30052,3,1,0,4
"AME",202437,"331075785_AMEC900",33178,0,1,0,1
"AME",202437,"331584523_AMEC001",33093,0,0,14,0
"AME",202437,"335159425_AMEC100",30071,0,1,0,1
"AME",202437,"331394177_AMEC615",30020,0,0,1,0
"AME",202437,"331394177_AMEC615",30024,0,0,1,0
"AME",202437,"335159425_AMEC100",30083,1,0,0,1
"AME",202437,"130213005_AMEC001",30064,1,1,0,2
"AME",202437,"130213005_AMEC001",33178,2,3,0,5
"AME",202437,"129041930_AMEC207",33178,2,0,0,2
"AME",202437,"331354190_AMEC001",30024,0,0,1,0
"AME",202437,"331344142_AMEC309",32051,0,0,5,0
"AME",202437,"130362611_AMEC900",30083,1,4,0,5
"AME",202437,"331344142_AMEC309",33088,0,0,6,0
"AME",202437,"331394177_AMEC615",30064,0,0,3,0
"AME",202437,"129320004_AMEC900",33090,1,0,0,1
"AME",202437,"130362611_AMEC900",30024,2,4,0,6
"AME",202437,"331384172_AMEC140",30100,0,0,3,0
"AME",202437,"331344142_AMEC256",31045,0,0,1,0
"AME",202437,"331179022_AMEC400",33086,0,0,1,0
"AME",202437,"331344142_AMEC309",33086,0,0,1,0
"AME",202437,"128924221_AMEC013",33086,1,0,0,1
"AME",202437,"128983627_AMEC900",33086,0,0,1,0
"AME",202437,"128986732_AMEC001",33086,0,0,1,0
"AME",202437,"129085048_AMEC410",33086,0,0,1,0
"AME",202437,"129401747_AMEC700",30089,0,0,2,0
"AME",202437,"335114576_AMEC001",30057,1,0,0,1
"AME",202437,"331344142_AMEC309",30070,0,0,2,0
"AME",202437,"331199013_AMEC001",30013,0,0,2,0
"AME",202437,"130213005_AMEC100",30095,0,4,0,4
"AME",202437,"335159425_AMEC100",30053,0,1,0,1
"AME",202437,"129507116_AMEC210",30085,0,0,1,0
"AME",202437,"130362611_AMEC900",30015,1,0,0,1
"AME",202437,"331569473_AMEC109",31045,0,0,1,0
"AME",202437,"335159425_AMEC100",30057,1,2,0,3
"AME",202437,"331184035_AMEC404",30914,0,1,0,1
"AME",202437,"129320004_AMEC900",33063,1,0,0,1
"AME",202437,"130362611_AMEC900",33193,1,7,0,8
"AME",202437,"130393112_AMEC200",33064,3,0,0,3
"AME",202437,"331199013_AMEC001",30090,0,0,1,0
"AME",202437,"130362609_AMEC001",30913,0,0,1,0
"AME",202437,"333274641_AMEC400",33193,1,0,0,1
"AME",202437,"129320004_AMEC900",30071,0,1,0,1
"AME",202437,"331344142_AMEC309",30057,0,0,3,0
"AME",202437,"331344142_AMEC256",30054,0,0,2,0
"AME",202437,"271859385_AMEC309",30069,0,0,4,0
"AME",202437,"272974398_AMEC400",30069,0,0,4,0
"AME",202437,"331074769_AMEC001",30104,0,0,1,0
"AME",202437,"331199013_AMEC001",32068,1,0,0,1
"AME",202437,"129320004_AMEC900",32068,0,4,0,4
"AME",202437,"129041930_AMEC207",30915,6,1,0,7
"AME",202437,"130097419_AMEC615",30915,0,0,5,0
"AME",202437,"331179022_AMEC130",30052,1,0,0,1
"AME",202437,"130127836_AMEC001",33203,0,0,2,0
"AME",202437,"130027813_AMEC106",30069,0,0,3,0
"AME",202437,"129041930_AMEC207",30101,0,2,0,2
"AME",202437,"129532006_AMEC400",30915,0,0,1,0
"AME",202437,"129041930_AMEC207",30093,1,0,0,1
"AME",202437,"131062647_AMEC001",38011,0,0,5,0
"AME",202437,"331074769_AMEC001",32051,0,0,1,0
"AME",202437,"129320004_AMEC900",30083,0,7,0,7
"AME",202437,"130717656_AMEC800",30069,0,0,1,0
"AME",202437,"273909493_AMEC106",30915,1,0,0,1
"AME",202437,"331394177_AMEC615",30915,0,0,1,0
"AME",202437,"331344142_AMEC256",30915,0,0,2,0
"AME",202437,"331344142_AMEC256",32051,0,0,1,0
"AME",202437,"130097419_AMEC341",33203,0,0,3,0
"AME",202437,"335114576_AMEC001",30915,2,1,0,3
"AME",202437,"130132136_AMEC001",30099,0,0,1,0
"AME",202437,"331384172_AMEC341",33090,1,0,0,1
"AME",202437,"130213005_AMEC001",30017,1,0,0,1
"AME",202437,"331384172_AMEC341",30070,0,0,3,0
"AME",202437,"129320004_AMEC900",30061,0,2,0,2
"AME",202437,"129097850_AMEC709",33086,0,0,2,0
"AME",202437,"333864302_AMEC321",30024,0,1,0,1
"AME",202437,"130213005_AMEC100",31076,2,0,0,2
"AME",202437,"128984126_AMEC109",30030,0,5,0,5
"AME",202437,"129320004_AMEC900",30916,6,1,0,7
"AME",202437,"331384172_AMEC341",30083,0,0,1,0
"AME",202437,"128991614_AMEC251",33086,0,0,1,0
"AME",202437,"128984126_AMEC109",33088,1,6,0,7
"AME",202437,"129089293_AMEC001",30089,0,0,1,0
"AME",202437,"331344142_AMEC309",30095,0,0,1,0
"AME",202437,"130342851_AMEC100",30089,0,0,1,0
"AME",202437,"331075785_AMEC900",30065,0,3,0,3
"AME",202437,"331179022_AMEC130",30077,0,0,1,0
"AME",202437,"331584523_AMEC001",32026,0,0,1,0
"AME",202437,"333864302_AMEC321",30093,2,0,0,2
"AME",202437,"130213005_AMEC001",30024,2,3,0,5
"AME",202437,"335124859_AMEC285",30914,5,0,0,5
"AME",202437,"331074769_AMEC001",30048,0,0,2,0
"AME",202437,"331394177_AMEC615",30048,0,0,2,0
"AME",202437,"129319975_AMEC106",30085,0,0,1,0
"AME",202437,"130362611_AMEC900",30916,8,0,0,8
"AME",202437,"130362611_AMEC900",32064,0,1,0,1
"AME",202437,"130343201_AMEC300",30054,0,0,1,0
"AME",202437,"331569473_AMEC109",30057,0,0,1,0
"AME",202437,"331384172_AMEC140",30914,0,0,3,0
"AME",202437,"130213005_AMEC100",30044,0,5,0,5
"AME",202437,"128984126_AMEC109",30044,1,3,0,4
"AME",202437,"130362611_AMEC900",30057,1,5,0,6
"AME",202437,"333274641_AMEC400",30914,2,0,0,2
"AME",202437,"130362611_AMEC900",30914,11,5,0,16
"AME",202437,"130362609_AMEC001",30915,0,0,10,0
"AME",202437,"130132136_AMEC001",33093,0,0,10,0
"AME",202437,"273989949_AMEC600",30915,0,0,2,0
"AME",202437,"130213005_AMEC001",30915,1,1,0,2
"AME",202437,"130362611_AMEC900",33178,2,7,0,9
"AME",202437,"130362611_AMEC900",33093,73,0,0,73
"AME",202437,"130362609_AMEC309",30913,0,0,1,0
"AME",202437,"130712655_AMEC001",30069,0,0,2,0
"AME",202437,"331384172_AMEC341",33088,0,0,6,0
"AME",202437,"129099699_AMEC709",33086,0,0,1,0
"AME",202437,"130213005_AMEC100",30030,7,1,0,8
"AME",202437,"331384172_AMEC341",30064,0,0,1,0
"AME",202437,"331584523_AMEC001",30064,0,0,1,0
"AME",202437,"129507552_AMEC900",33086,0,0,1,0
"AME",202437,"129557987_AMEC106",33086,0,0,3,0
"AME",202437,"331184035_AMEC404",30881,0,1,0,1
"AME",202437,"130342913_AMEC379",30069,0,0,4,0
"AME",202437,"331344142_AMEC256",30104,0,0,1,0
"AME",202437,"331384172_AMEC140",33093,0,0,47,0
"AME",202437,"331394177_AMEC615",30030,1,0,0,1
"AME",202437,"130362611_AMEC900",30881,2,2,0,4
"AME",202437,"128984126_AMEC109",30881,1,4,0,5
"AME",202437,"331334139_AMEC219",30017,0,0,2,0
"AME",202437,"128984126_AMEC109",30031,0,1,0,1
"AME",202437,"130213005_AMEC001",32026,1,1,0,2
"AME",202437,"128923908_AMEC900",33086,0,0,2,0
"AME",202437,"128989222_AMEC106",33086,0,0,2,0
"AME",202437,"331344142_AMEC256",30048,0,0,3,0
"AME",202437,"331394177_AMEC615",32026,0,0,1,0
"AME",202437,"129041930_AMEC207",33088,1,8,0,9
"AME",202437,"130362611_AMEC900",33088,1,6,0,7
"AME",202437,"332019166_AMEC400",30035,0,0,1,0
"AME",202437,"130213005_AMEC100",30017,0,1,0,1
"AME",202437,"130213005_AMEC100",33063,5,0,0,5
"AME",202437,"130213005_AMEC100",33193,0,4,0,4
"AME",202437,"128984126_AMEC109",30865,0,1,0,1
"AME",202437,"335159425_AMEC100",30015,0,2,0,2
"AME",202437,"333324339_AMEC106",30020,0,1,0,1
"AME",202437,"130213005_AMEC001",33193,1,1,0,2
"AME",202437,"333324339_AMEC106",33193,1,1,0,2
"AME",202437,"130213005_AMEC001",30074,3,2,0,5
"AME",202437,"130362609_AMEC001",30085,0,0,1,0
"AME",202437,"331075785_AMEC900",30013,1,0,0,1
"AME",202437,"130362611_AMEC900",32068,1,0,0,1
"AME",202437,"128984126_AMEC109",32068,1,4,0,5
"AME",202437,"130362611_AMEC900",32057,0,1,0,1
"AME",202437,"331354190_AMEC001",33099,0,0,1,0
"AME",202437,"130213005_AMEC100",33064,2,0,0,2
"AME",202437,"331384172_AMEC341",30100,0,0,1,0
"AME",202437,"331199013_AMEC001",30024,0,0,1,0
"AME",202437,"331384172_AMEC140",30065,0,2,0,2
"AME",202437,"332239183_AMEC100",33088,0,0,1,0
"AME",202437,"129532465_AMEC400",33086,0,0,10,0
"AME",202437,"128984126_AMEC109",30017,0,2,0,2
"AME",202437,"331199013_AMEC001",30015,0,0,1,0
"AME",202437,"335159425_AMEC100",30104,1,0,0,1
"AME",202437,"130362611_AMEC900",33192,2,1,0,3
"AME",202437,"129507116_AMEC210",30069,0,0,2,0
"AME",202437,"331344142_AMEC309",30048,0,0,3,0
"AME",202437,"129041930_AMEC207",32026,3,0,0,3
"AME",202437,"331344142_AMEC309",30093,0,0,1,0
"AME",202437,"331199013_AMEC001",30057,0,0,4,0
"AME",202437,"129320004_AMEC900",33178,0,1,0,1
"AME",202437,"331184035_AMEC404",30093,0,2,0,2
"AME",202437,"130213005_AMEC001",30047,1,0,0,1
"AME",202437,"130161953_AMEC106",30085,0,0,1,0
"AME",202437,"128923469_AMEC900",33086,0,0,1,0
"AME",202437,"335114576_AMEC001",30914,0,1,0,1
"AME",202437,"130213005_AMEC001",30914,5,9,0,14
"AME",202437,"331075785_AMEC900",30032,1,0,0,1
"AME",202437,"130362609_AMEC200",30069,0,0,2,0
"AME",202437,"331394177_AMEC615",30095,0,0,1,0
"AME",202437,"130362611_AMEC900",30074,1,0,0,1
"AME",202437,"335159425_AMEC100",30085,1,0,0,1
"AME",202437,"130213005_AMEC100",30024,0,14,0,14
"AME",202437,"331184035_AMEC404",30024,1,0,0,1
"AME",202437,"129320004_AMEC900",30024,0,4,0,4
"AME",202437,"130132136_AMEC200",32026,0,0,2,0
"AME",202437,"130362611_AMEC900",32026,0,3,0,3
"AME",202437,"331384172_AMEC140",30048,0,0,3,0
"AME",202437,"331384172_AMEC341",30048,0,0,1,0
"AME",202437,"131062647_AMEC001",30085,0,0,1,0
"AME",202437,"333864302_AMEC321",30057,0,1,0,1
"AME",202437,"128984126_AMEC109",32012,0,2,0,2
"AME",202437,"331394177_AMEC615",33193,0,0,1,0
"AME",202437,"128984126_AMEC109",33099,0,1,0,1
"AME",202437,"271859385_AMEC309",30013,0,0,3,0
"AME",202437,"331179022_AMEC130",32068,1,0,0,1
"AME",202437,"129320004_AMEC900",32057,1,1,0,2
"AME",202437,"331344142_AMEC256",30057,0,0,2,0
"AME",202437,"331384172_AMEC140",30054,0,0,1,0
"AME",202437,"128984126_AMEC109",30013,0,1,0,1
"AME",202437,"129320004_AMEC900",30064,0,2,0,2
"AME",202437,"332244196_AMEC200",30913,0,0,2,0
"AME",202437,"331384172_AMEC140",33099,0,0,2,0
"AME",202437,"272974398_AMEC036",30057,0,0,2,0
"AME",202437,"333324339_AMEC106",33178,0,1,0,1
"AME",202437,"331344142_AMEC309",30052,1,0,0,1
"AME",202437,"272974398_AMEC036",31050,1,0,0,1
"AME",202437,"331384172_AMEC341",33099,0,0,1,0
"AME",202437,"331199013_AMEC001",30916,2,0,0,2
"AME",202437,"331584523_AMEC001",30914,0,0,1,0
"AME",202437,"331075785_AMEC900",30101,0,3,0,3
"AME",202437,"271859385_AMEC309",30915,0,0,4,0
"AME",202437,"272974398_AMEC209",30915,0,0,2,0
"AME",202437,"331199013_AMEC001",30915,0,0,2,0
"AME",202437,"331584523_AMEC001",32064,0,0,1,0
"AME",202437,"273989949_AMEC001",30069,0,0,8,0
"AME",202437,"128984126_AMEC109",30104,2,0,0,2
"AME",202437,"129319882_AMEC001",30017,0,0,6,0
